id;name;rating;reviews;;;
ChIJecw2THp9uRQRfXwfsMsL-58;Cake & Bake;4;"['I had a Turkish breakfast with my friend. It was nice to have breakfast on the balcon of the 2nd floor. Each food was warm and fresh at a good price.', 'A very beautiful, quiet place with great locations in Turkey. It offers a delicious selection of sweets and cakes, and the coffee is amazing. Suitable for meetings and gatherings.', ""I am one of those who saw it in the promotional videos and went there this morning, we were really deceived by those videos, we are disappointed and the company writes the answer as a smear campaign, everything is clear. When the breakfast is over, we said a hundred times that we wanted it hard, should I write about the hot ones? Shame that the working children forgot or the plates were broken and cracked. The cups always smelled of eggs. He gave me a thermos of tea, but believe me, I will say that it was cold. I will tell the waiter which one. We were disgraced with our money. In short, it is on Instagram. Let's not go to places where travelers make videos, friends. On the contrary, if they are advertising to them, I will avoid such a place. It is mediocre, it needs advertising, in my opinion, it had nothing to do with the plates in the video, I exalt the waiters, they were trying very hard, but the content of the tray given to them is not attentive to the customers anyway, what should the child do?"", ""It's a place I went to after seeing videos on the internet. I wish we hadn't gone because the glasses came greasy and stained, as did the napkin holder. Yes, the tea comes in a thermos, but it was very cold and open. The cheeses were left from another customer, their edges were yellowish and hard, none of the products had any flavor, the eggs were ice cold, there was very little sausage, they literally made me smell it. There were lots of black cumin seeds to cover the cheeses. They say there are 14 cold appetizers, but there were the same sausages on 2 plates, the one that appeared and the one that came were not the same, we were literally embarrassed with our money and woke up hungry."", ""I've seen Instagram ads. I think price performance is 10 out of 5. We went when I came to Izmir to visit my daughter. The first time, my daughter and I couldn't finish what came to the table. My son joined us for the second time. 1 male, 2 females; We ordered the mixed breakfast for 3 adults. Breakfast cost the same amount as before and we still couldn't finish it. 600₺/was enough for 3 people.""]";;;
ChIJ70afg_l9uRQR33bGP9AHeD4;Campus Coffe Roastery;3,5;"[""Charming and cozy coffee shop! Really nice place for working or studying, but also for a beer downstairs since there's a bar as well. Prices are definitely sudents-friendly, and the owners are really kind and caring. I can totally recommend!"", 'super place. I love their coffee. But there is no light at the back tables. If they are fixed, it will be a better business. Take the beautiful girls here.', ""After the renovation, it's a great environment, I come here often to work. Prices are pretty good! It may be preferred for a chill environment. It has both a terrace and a large garden at the back."", 'Thank you to the staff and service that create amazing food, cold and hot bar, the best in Bornova.', 'Student menus are very affordable. I just went. Dessert + coffee was 50 lira. Apart from that, all coffees were 35 lira. There is also a garden section downstairs, the environment is nice. Movie nights are also held free of charge. It is truly a student-friendly cafe.']";;;
ChIJZ_XRamh9uRQRqQjHhiz2ewY;Capullocafe;4,8;"[""☆ It's a quiet place that feels clean compared to the cafes around.\n☆ It is beautifully decorated with pine trees and the place smells a bit like pine :)\n☆ Staff is polite and genuinely caring.\n☆ Ice Americano was 100₺.\n☆ The number of sockets should be increased :)"", 'The employee was very attentive. My friend and I tried Orange-Mango for the first time. It was pretty good. While we were at the checkout, they asked us about our criticisms. A quiet, boutique cafe.', ""It's a quiet place. Well decorated. The employees were very attentive and friendly. The music selections are also very nice. It is also in a good location."", ""It was very small and noisy, we drank milkshake and v60, we liked both, but first the wrong order arrived and then we had to wait a very long time for the milkshake. I lit 2 cigarettes. The barista was attentive and friendly, but I cannot say the same for the waiter. Maybe we came across a bad day, but we couldn't feel that he enjoyed his job at all."", 'I went to this cafe at noon today and was very pleased. Its decoration is very sweet and offers a comfortable atmosphere. The staff were extremely attentive and friendly, which made the experience more enjoyable. The coffee and desserts were delicious and the prices were very reasonable. I recommend it to those who want to have a pleasant time with both its atmosphere and service.']";;;
ChIJU2_JN_d9uRQRYC2DoLIq4Hs;Cardiff Street Coffee;5;"['The Cardiff Street we discovered today was absolutely amazing! We had an unforgettable experience with the taste of the coffee, the cookies, the warm atmosphere and the care of the business. Simply a wonderful place🙏🏻🤩', 'Great environment. Many thanks to the employees and the owner of the business for their interest and concern.', 'All in all, a great business. Their coffee was delicious, but we especially loved the brownie. It is truly a flavor that everyone should come and taste once. Thank you very much for the friendly service.', ""It's a place we come to by trusting its comments. I think it's the only place in Küçükpark that has good coffee. The only downside is high noise due to insufficient space, but I can say it's worth it."", 'The environment is very comfortable. Their coffees are excellent, I especially recommend the pistachio latte. The staff is very friendly and sincere. A place where you can relax and chat with friends. We will definitely come again!']";;;
ChIJ48lhdiV9uRQRDwdTsfg6YSM;Chai Tea & Food;4,2;"[""A nice and cosy place that you can have a good time with your friends or companions. The sandwich we had was delicious. It was tasty with good quality bread and cheese with a moderate, reasonable price. The tea was hot and fresh and the Americano was good too.\nThe green tea with ginger was also good 👍\nSome edits here: In my last visit there I ordered chicken burger and I must tell that it didn't satisfy me. Because I had thought that it would be made with minced meat but it was made with a piece of flesh meat which I don't prefer much. But it was cooked well and delicious just not my cup of tea. I guess it has its own appreciaters.\nI decided to try margarita and it turned out to be very delicious. Its taste, ingredients, dough was quite good and was beyond my expectations. You should give it a shot. Here are some pictures if you are curious."", ""Even though red fruit drink seemed nice taste isn't the best"", 'A good place to have a variety of tea but also food is possible to have. the service is a little bit slow but the the people are friendly and helpful. worth the detour.', 'Great tea options with of course the popular matcha! Nice interior, great to sit alone and do some work or chill out.', 'Absolutely LOVE this tea house! Cannot fault it. Would love to live closer so I could visit more often!']";;;
ChIJxZGKr1hjuRQR2Es196TrHMk;Choconut Coffee;4,5;"['A nice and quite place to study', 'Really good and pleasant place. Special thanks to Alpi. He makes really good coffee, and more over, he always wants to have feedback to improve their service. I hope you will enjoy that place as well as I.', ""The place where you can be scolded by the employees for cold filter coffee. They have ice and filter coffee, but they cannot make cold filter coffee. Don't make the mistake of asking politely, they will upset you 😒 The place is nice, the coffee is delicious, we had to drink it hot, what should we do? Also, when I asked for an iced glass for my water, they came behind me and checked to see if I had poured the coffee into the iced glass."", 'I tried it today and made my evening coffee with ice mocha. The brownie and lotus cheesecake were very good. The environment is calm and peaceful, the prices are reasonable. I recommend it. Also, the place is spotless.', ""There is no non-smoking area, only 1 table at the back is non-smoking. Flat white and latte have the same ingredients and taste, they just taste like milk. Coffee quality is not very good. Desserts are very expensive for their portions. Early Coffee (they make their own coffee, you'll get a taste of coffee that doesn't upset your stomach) Küçükpark and Berry desserts are very nice, and their coffee is better compared to many other places. But the staff is friendly and helpful.""]";;;
ChIJJ_ddfyZ9uRQRy8MCFRrKUB0;Çikolata & Kahvedükkanı;4,3;"['overpriced and below average dessert', ""Imagine a place which is so good that gives you the anxiety about if it's going to shut down in the future."", 'Great cafe with consept, careful and nice employees', 'Gggggggggffffggggff', 'The quality has been the same for years. I love their desserts. One dessert is actually enough for two people, but we overdid it. I think the prices are normal and the interior of the place is very nicely designed. The employees are also polite and funny :)']";;;
ChIJ62pw14l9uRQR_mnPFE5hOsw;Cirrus Coffe& Bakery;3,9;"[""As a coffe lover I wouldn't recommend this one, their coffe tasted like its burned! Prices weren't that high, average.."", 'The atmosphere is very nice. The coffee is also quite nice. Everything delicious. The prices are also very affordable. I am thinking of coming again', 'There is a foggy atmosphere in which you will be exposed to indoor smoking to the fullest. They have an interesting mentality where after you ask them if they can open the roof, they open it and close it again within 3 minutes (twice). You can find the answer to the question of what life was like before the no-smoking indoors law here.', ""It's friendly and the prices are very affordable. Also the desserts are great.""]";;;
ChIJt1Zy-iZ9uRQR_vdJQyGTuak;Çınar Evi;4,4;['The head of the staff in the evening is so inhospitable and rude', 'Very good place', 'Another nice place', 'Good', 'It is a cafe opened for retirees, but it has customers of all ages. Prices are very affordable. However, the number of varieties should be increased. Employees are concerned. Spending time indoors and outdoors is enjoyable and peaceful. I go whenever I get the chance. I recommend.'];;;
ChIJdUOAjiV9uRQRfzDP5St3-bI;Coffee Derya Cavalry Cd.;4;"['I really liked this place, cuz it’s clean, workers are friendly and everything here is tasty 😋', 'If you want some heavy and light dessert here u can find Cocostar, it’s very very tasty and heavy', 'Very nice place! Friendly staff :)', 'Breakfast experience is very bad\nUnlimited tea comes upon request, not in a thermos\nWhen we asked for tomato paste instead of acuka for breakfast, it was spiced up and brought to us just like that.\nTea service was late\nSausages were of poor quality\nThe tea plate was covered in dust', ""We asked for a caramel maceato and a latte was delivered. It was filled with colored water and ice, and there was no such thing as coffee in it. When we paid the bill, we told them there was no taste, we were not satisfied, we drank water, they said if you had told us we would have added coffee. Sullen and uncaring staff. We won't go again, we don't recommend it, we wasted our money. Water costs 30 TL. It costs 115 TL. They call the dyed water coffee.""]";;;
ChIJfbQs3S99uRQRuXCC6WtJu_Y;Coffee Dream House;4;"['We ate a roll croissant and it was definitely not worth the price, the chocolate was bitter and it had no filling. It was like they melted dark chocolate sold in markets and poured it on the croissant. For this price, it could be eaten at a much better place.', ""The gentleman who took the order was very indifferent and sullen. It is not possible to say anything positive about the service. The coffees that arrived were ice cold. My only positive comment would be for the croissants. I don't think I'll go a second time"", 'It is a boutique cafe and the coffee beans are carefully ground and brewed. A place to stop by and relax at the beginning or end of the day. Additionally, the upper floor was designed very successfully for the event.', 'The decor of the place is very nice. The staff are very friendly. nice environment. I liked it. We had a great time. The prices are affordable. I recommend. We were very pleased. Well done to everyone.', ""The coffee is bad, the staff is very rude. I don't know which day of the week they are open anyway, they open and close as they please. They are usually closed on Saturdays and Sundays.""]";;;
ChIJ2aD0WyV9uRQRKv8JeE3dIzw;Cohibba Coffee Hookah;4,2;"['Nice atmosphere, not crowded, good variety of food choices. The place accepts smoking and have Nargile', ""It's a very nice coffee and it has a very good shisha"", 'Nice place to chill service is correct and the stuff are warm.', 'Great service and delicious food.', 'Okay']";;;
ChIJUbrP7CV9uRQR7AubQ5ew9gQ;Cope of Coffee;4,1;"[""I definitely recommend this place for coffee ☕. Their service's was so high standard and quality of coffee beans. The people working are so kind especially Mete is so positive and helpful at anytime we need!!!☺️"", ""Today the waiter had us waited for more than an hour. We have been there before and we haven't had problems but this waiter was very rude. When we called him he was only laughing and ignoring us. I hope that the administration do something to solve. We were very hungry and the service was very poor. We where all foreign and we felt a huge xenophobic environment there due to the waiter."", 'Very tasty coffee', 'When we just walked in, the barista directed us to the table, saying that there was no self-service, but even though we waited at the table for 15 minutes, the waiters were busy messaging on the phone. They never took care of us.', ""The employees are very reluctant and have zero interest. If you are going to hire an employee like this, don't hire one at all, it's better to do self-service. He literally rolled his eyes at us while ordering. Hello and welcome, it shouldn't be long. The decoration is very nice, the environment is very nice, but your employees are disgraceful 👎👎👎""]";;;
ChIJZfG31ZF9uRQRgTACLCzNlNw;Cozy Co.;5;['Quiet and calm'];;;
ChIJy5ueput9uRQRrbM9BTw1pGg;Çukur cafe;4,8;"[""It's a good place to watch Mac in terms of price and performance.."", 'Guys, an excellent place to drink tea with pleasure, you can call this place the secret of Izmir))', 'Natural area in the city...Beautiful', 'Peace, environment, staff are super']";;;
ChIJ0cgFxiB9uRQR3US9v4-qDCI;Derin Cafe Patisserie;4;"[""Place isn't bad at all, but prices are expensive."", ""We ordered 2 salep and 1 Turkish coffee. Salep came in a paper cup. There was no cinnamon on it. Anyway, we said and drank. Turkish coffee never arrived. There was a table in the normal area. We didn't choose it because it was narrow. The bottom of the balcony has been turned into a closed area. We went there. Customers were smoking. The atmosphere was bad. I do not recommend."", ""We stopped by for coffee, it was my first time, but it's a friendly, sweet place. one for breakfast\nIt is also a suitable place to have a snack. I went there around 6pm, it wasn't crowded, it had a quiet atmosphere, the prices were average, it's a place I'll go again if I ever come across it."", 'A comfortable patisserie where you can drink affordable and delicious tea, choose all of its products, and sit as long as you want. I recommend you try brownie. It was beautiful.', 'Their baked goods are legendary. Each one was delicious. Frankly, the prices are reasonable. I liked it and recommend it.']";;;
ChIJ6SqBgyZ9uRQRTOkFIC2-9To;Destina Life;3,9;['If you want to eat Kumpir in Izmir Bornova, a wonderful historical bakery that is visited by all students and kumpir lovers, I definitely recommend you to visit this place and eat Kumpir.I would like to point out that it is a bit difficult to find a parking lot in front of the place. The general ambiance and hygiene of the place is at a good standard, I recommend this place where Pınar brand ketchup and mayonnaise are used.Average Kumpir starts from 65 TL.', 'worse possible place to eat anything, extremely low quality ingredients, too expensive, nonexistent service,  inability to take the correct order, no follow up, extra charging, did not had worse experience in anywhere i have ever eaten !!', 'Salads are huge, fresh and delicious', 'After eating baked potatoes or any other food in Istanbul, Izmir remains mediocre.\n\nThe destination is right next to the road and easy to reach.\nIt has indoor and outdoor areas.\n\nKumpirs are standard.\nStaff standard.', 'I came here twice, the service and food are quite ok. The first time it was fine, there was no problem, but the second time, the ingredients we mentioned were missing/wrongly placed. For example, while one of us had hot baked potatoes and the other had none, both of them were bitter, and even though we wanted sausage in both of them, one of them had sausage. Additionally, the people who run or work there hang out inside as they wish, and I think this spoils the atmosphere there. For example, when we went, our working friends were hanging out in a cafeteria, watching matches, etc., and shouting. (Employee/operator person or persons)\nWould I go again?\nIf there is no other kumpir maker, it is discussed.'];;;
ChIJLTBjCjF9uRQRvPcgnGOG_-M;Dostlar Kahvesi maviyol cafe;4,7;"[""Don't forget, friends, it's 40 years old."", ""I recommend it. They have a great menu and coffee. Don't pass without trying it."", 'The place where I play Okey and relieve my stress, the customers are elite, the staff are polite', ""It's a coffee house... You can't find lemon for sage tea and a cup for coffee."", 'Thank you very much.']";;;
ChIJLfod9SZ9uRQRPWsngI8gAe8;Down Kafe;4,6;"['İ enjoyed being there and had a nice cup of coffee.... And it was so nice to see it was run by dawn syndrome employees', ""This place looks very sweet. I've liked it."", 'Students can study in the morning. Quiet and peaceful environment, affordable prices, tea 10 TL, herbal teas 15 TL', ""It's a place to take a breather while walking. You can calm down and rest comfortably under the trees. Peaceful."", 'A beautiful place where you can breathe under the shade of the trees. However, as a municipality business, the 60 TL price of kashar toast may be more reasonable. Water costs 7 TL, there are kiosks that sell it for 5 TL and make a profit.']";;;
ChIJZ4arBql9uRQRTor5Ej3fFLE;Dunno Coffee Co. Bornova;5;"['I had the best coffee that I drink for a long time in here. Their way of preparing your coffee is very professional. Atmosphere and environment is very nice and omg the brownies are amazing.', '80/100', 'Great, very sympathetic. Quality coffee and other truly original drinks.\nNow it has changed its name to ZİMA Cafe and has increased the quality of its desserts abnormally. There are truly unique desserts.', 'They have unique coffee and lemonade varieties. Lemonades are handmade. They diversify it with flavors. The employees are friendly and caring. The fact that it is one of the pet-friendly cafes is also a plus point for me.', ""It's a quiet, sweet place where I come to work from time to time.  They have their own unique drinks. Drinks can be tried.  It's not a very big place. One of the boutique cafes.\n\nNote: Prices are identical to those in all cafes.""]";;;
ChIJlYN3_lJ9uRQR78RfGHB3rvA;Early Coffee & Roastery;4,6;"['Best place for studying and at the same time enjoying your coffee 👌🏽', 'We love Early Coffee :)', ""A sweet place. The service was very good. We tried the Smoked Ribeye Sandwich. We liked the taste. It may be a good choice for a late breakfast. We didn't get to try their coffee, we'd love to try it next time. We sat indoors, there was a constant sound of the coffee machine in the background but it wasn't too bothersome; We were able to chat comfortably."", 'I came across it by chance and ordered your bean coffee. This is the first time my cheap home machine produces such a creamy and delicious espresso.\n\nThe date of 3 days ago is written on the packaging. It was a great pleasure to come across so many fresh seeds.\n\nI present this beginner latte increase to you :)', 'It is a place that should be visited by those who want to drink truly good coffee. As someone who has drunk most of the bean and syrup coffees on the menu, I can recommend it to everyone with peace of mind.']";;;
ChIJweXBSaJ9uRQRSGzxL96w-SA;El Manu Mental;4,5;"[""I came to Izmir from Italy a few times. It's the best place that I've been to among local cafes. The desserts were great, especially the profiteroles dessert, which was no different from what I ate in Italy."", 'A place where you can drink good coffee with good music.', 'Very good and authentic place. Its aura is very naturic', 'One of the finests 👌🏼', 'self service']";;;
ChIJRVWTAf59uRQRhzwzGKK19NQ;Espello Coffee;5;"[""It's a pleasant, decent and delicious place. I recommend it.""]";;;
ChIJk8SWDS99uRQRbxqPu_8wPjA;Fısıltı Cafe;3,7;"['Cozy, cool and one of the most favourite place of mine. Ambience, concept...staff...ogh they are amaiziiiing. Magnolia dessert one of my favourite:))) youths love this place. Here you can eat, drink ....coffee, tea😋😋😋 also hookah is available 😆😆😆 really good place to relax or have fun...or watch football match...this place is suitable for anyone:) everybody can find something on her/his taste:) i recomend:)))', 'The service is zero, the waiters are very rude, it takes half an hour for my order to be delivered and when I ask where my order is, you get a negative reaction. Even though I asked for a package, the employees said that they cannot make a package. It is the only place in the small park that I went to and left the most dissatisfied.', ""It was the worst place I've ever seen. As if that wasn't enough, they forgot the order, and it's the first time I've seen a place that forgets its customers."", 'I would like to thank Cemil Bey for his interest and interest. An admirable place, excellent service and quality. I definitely recommend it…', 'The waiters were very rude, I was told that I had to order a new one before I ran out of food, we were told to get up because another customer was coming from the table, the products were much more expensive than necessary, this is a place you should never come to.']";;;
ChIJMeLTvQ99uRQRdON8739WwIo;Good For You Bornova;5;"[""It's a coffee that really lingers on my palate, and it's great that it has 1 calorie. Besides, I can say that I don't even need to mention the variety of cold coffee for the summer months. His friendly and pleasant conversation was also very nice. It also complied with Covid-19 rules. I recommend this wonderful coffee shop to everyone.\n#coffee #goodforyoubornova @_berkdinc @_emelcokpinar"", 'I tried the cold coffee and it tasted really great. The employees were friendly and smiling, I recommend it to everyone who passes by Bornova.', 'The coffee was very good, it is a very decent place, everyone should go.', 'warm, pleasant']";;;
ChIJ_6EaOCR9uRQR92n3LENvHWs;Grissini Cafe / Patisserie;4;"['Super', 'Hello,\nOn 03/12/2024, a very unpleasant incident happened to my mother (age 84) in this business.\nWhile entering the automatic entrance door, his arm got stuck, no one intervened at first, then they came and asked him to pull his arm back (any way he could pull the stuck arm), an employee used a stick to open his arm and took it out. After saying hello to his friends, he said hello to his friends and said, ""I don\'t want to sit here, I\'m feeling down."" He said words that meant sitting.\nSomeone who claimed to be the manager came and apologized, but he was very upset and resentful that a person his grandchild\'s age was talking down to someone who was hurt. His arm is now swollen and in pain.\nThe door supposedly does not detect short people and closes as soon as it is opened, this was their explanation.\nFor your information, if you are short, you may not be able to enter the business.', 'Even though I had an argument with one of the past experiences where the cakes were very successful (I ordered two cakes, one with raspberry and the other with chocolate, both were made with raspberry, but the master wanted to go over the top unnecessarily), this does not change the fact that it is beautiful.', ""I ate the best cake I have eaten in 3 years. I will go and buy it again today, I hope they don't spoil it."", 'It is very good in terms of fresh products and variety. Most importantly, it is the most affordable patisserie in Izmir. Congratulations']";;;
ChIJb_P1RsZ9uRQRIPdnE8tWcoE;Gua Coffee Company Bornova;4,6;"['One of the most beautiful spots in Küçükpark. The atmosphere is pleasant and the employees are very attentive. However, the reason why I deducted points was that the coffee was served in a broken glass and the dessert presented as Belgian chocolate was actually a classic neighborhood cake. A more careful presentation and the actual delivery of the promised flavors can make this place a much more special place. Still, it was an enjoyable experience.', 'The place is very beautiful and the interior design has been carefully prepared. The coffees and desserts were very good and the place is very big and spacious. Even though it was a closed area, it was very bad to smoke inside, the smell was very disturbing, this should be taken into consideration.', ""In terms of location, it is right in the center of Küçükpark and I think it is successful in terms of ambiance. I liked the dessert I tried and it was average in price. The toilet is clean. I think it's perfect for now."", 'GUA welcomes you to Izmir. The place is very nice, I liked it very much, the atmosphere is dim, you can have a pleasant time, the staff is friendly. This is my first time experiencing delicious appetizers. Sneakers cold ❄ leave a delicious taste. For dessert, baklava sliced \u200b\u200bcheesecake is legendary!! V60 is always my choice for brewing coffee, full marks!', ""The coffee varieties are very nice. My friend drank a flat white and liked it. I also drank toffee with caramel and hazelnut flavors and I liked it very much. I had a three cheese poppyseed bagel sandwich with it. The taste wasn't bad, but I can't say it was very good. The environment is nice, decoration etc. But there is only one person working in the service and he cannot make it. I think if two people worked on days like Friday, Saturday and Sunday or during busy hours, the ordering and coffee preparation process would go faster 🙏 but it was nice, I will come again.""]";;;
ChIJfegr9AZiuRQRXwtK6P5foCY;Günizi Cafe;4,2;['nargilecilere ideal', 'It attracts a certain target audience, especially university students, offers a tolerant, respectful, clean and delicious environment, and is family friendly.\nIt is a romantic place with exciting local and foreign band music. It is also suitable for groups. It has two televisions. It is a wonderful, warm place in cold weather.', 'The food is amazing, they have a very talented chef who creates special tastes. The service from the friend with glasses and an open forehead is very high quality and fast. Thanks...', 'The bald person with glasses and glasses working in the business is having fun by mistreating the kittens and throwing water on them. We will never, ever go there.', 'I definitely recommend my master Resul for his smiling face and delicious touches and I suggest you meet our master ☺️'];;;
ChIJH2rlx619uRQR6qjTTAr7OGU;Hedera Cafe;4,5;['Highly recommend for spending more quality time with your friends and coffee 👌🏽', 'Nice place but most of the time they don’t have plant milk. Get almond or coconut milk \U0001f979', 'The food and coffee is decent, I really liked the vibe and the atmosphere.', 'Quite nice and offers decent quality coffee. It has a friendly atmosphere', 'I would advise anyone who want to drink ein kafé.'];;;
ChIJJTkWROp9uRQRvkiiZGPt1eY;Hola Coffee Company;4,7;"['Nice place nice people Delicious COFFEE', 'A Small, Sweet Place creates an environment where you can do your work without any problems in the afternoon and have comfortable and fun conversations in the evening as it gives a feeling of home environment.\n\nIt is a place where you can come without hesitation in terms of price.', ""A quiet, nice coffee shop. So far I have tried filter coffee and winter tea, both of them were delicious, I especially liked the tea very much. The guy working is friendly. Prices are normal for a small park. I haven't tried their desserts yet, but they looked good."", ""Lemonade really makes you feel like you're eating lemon, their coffee is not bitter, and there's nothing sweet about it anyway. The prices are also affordable, I recommend it."", ""Since the door is open, the air conditioner does not cool in the summer heat, and you burn the shop. It's quiet but small enough to work in. Their glasses are large in size, but the price is similar to their counterparts (50-60 TL). However, the service is very fast, I give it credit.""]";;;
ChIJ07glIlh9uRQRXoYxKeT0ef8;Hoppa Lounge;4,3;"[""Be sure to accompany Burak brother's hookah and his sweet conversation, everything is perfect."", 'BURAK ABİM IS NUMBER TEN WITH UNSURPRISED QUALITY WITH EVERYTHING I DEFINITELY RECOMMEND 💯', 'I have been going there since the day it opened, the owners are very friendly and smiling people, the hookah is really nice, quality sets are used, I recommend it 👌', 'The welcome, the friendly atmosphere, the communication, I think everything is perfect.']";;;
ChIJ1_VEW4h9uRQRi-Jqj5qOUd4;İs Cafe Fırın;4,3;"['A decent canteen with a pretty good selection of dishes. Main dish+soup or salad and a dessert just 60 TL. Good stuff.', 'I just ate. Home cooking was very good. I was surprised when I saw the price.  The menu price is only 180 TL. If it were anywhere else, it would cost around 700 TL. I was surprised and I liked it very much.', ""The manti are both delicious and have large portions, but the last few times we have only come across ones that were too salty. The service is a little slow, I think it's due to the preparation, it's debatable whether it can be called student-friendly, but we can say that 160 liras is not too much for that portion."", '4-course meal 70₺. Very affordable and delicious', '14.10.2023\n\nHomemade food is delicious for its price.\nI think the manti is ready but the presentation is great.\nI would also like to thank the waiters for their attention.']";;;
ChIJF3dwAj59uRQRhZz6L3smDKw;İzmirli Kahve Bornova Şubesi;4,4;"['Municipal coffee shop. Relatively high quality coffees, prices are quite affordable. More bottled water needs to be brought in the summer. Whenever I ask, I am told there is no water left. I hope more branches will open. Baristas are very attentive.', 'I want to know what time the place is open. When I went there at 07:30, the place said it was closed without opening the window, but when I looked on Google, I saw that it was open. The opening time should be updated so that there is no misunderstanding. (I wish employees who are far from polite would not be forced to work where you are) 26.02.2025', 'I can say that the prices are half compared to the market. The taste is also quite good. I recommend', ""Ideal prices for young people. Grab your coffee, sit on the benches at the metro entrance, or go to school or work. Reasonable prices. I liked it very much. There is no rent or table or chair, the purpose is to drink coffee. I don't care about the shop rent and expenses, I mean lime and other cafes etc. That's why this is my choice"", 'At a time when it was impossible to drink coffee outside, the latte my friend brought along her way with the amount of milk and its taste was incredibly perfect. It is a project that bless the efforts, minds and hearts. It should be permanent..']";;;
ChIJUZZ4Qi99uRQRVCd7G8ElT-4;Kabadayı;3,7;"['A cockroach fell on my friend from ceiling.  Service and drinks are also not good.', 'Nice staff not too crowded', ""I can say that the cafe is good in general, the employees and their style are very good, it is perfect for young people, but since tobacco products such as cigarettes are consumed inside, there is excessive smoke and even if you do not smoke, that smell is incredibly pervasive on you. I am not even comfortable with the smell, it is closed and hot. They are trying to create an environment (my interpretation of this smoke is special for the winter months) but as I said, since it is a smoking environment, the doors and windows need to be opened. Apart from this problem, some of the chairs are broken or they are not all the same size, which causes some friends to sit lower at the table and some to sit higher. There are also options for games, you do not have to play only okey or card games. Finally, I can say that the prices can be considered normal compared to today's economy and a place like Küçükpark (eg tea 25)."", '3 different waiters came to our table within 1 minute to ask if you could buy something. Although I have been here many times before, I had never seen that there was a table limit of 200 TL (tea is 25 TL, calculate accordingly).', ""It's a pleasant place, but it's not clean at all, that's the way places like this are in general.""]";;;
ChIJK4DUhyV9uRQRz49rqVmb-do;Kahve Aşkına;2,3;[];;;
ChIJR9hPCC99uRQRNwcFT7hRsSM;Kahve Madeni;3,4;"['Here has a good environment to play se games like Tawla with friends.\nI ordered tea and Sucuk (one kind of susahe) toast with Kashar (cheese), but they bring me only cheese toast.\nThere was two toilets , one for men and other for women and they are not so clean. I went there late at 23 in a week day, it is mostly crowded.\nService is acceptable.', 'Fg', ""They charge 40 TL for a crappy tea. Prices are unnecessarily expensive. If you go, don't drink tea. You can try other drinks if you can afford it. I won't pass by it again."", 'It is a business that you can visit with a group of friends, located in the middle of Süvari Street. There are various games such as Okey, backgammon etc. There are groups of men and women. The music is not very nice. There is Arabesque Rap style music. A bit noisy. We drank tea, it was an average tea with a normal taste. The prices are not bad, I will show it in the picture.', ""An extremely noisy place with rummy stones of indistinguishable color, which takes the chair from under the customer just because it's a rummy chair, comes every minute to take orders, and""]";;;
ChIJZePwgyZ9uRQR7TX-eE9tTxU;Kallavi Cafe&Nargile;3,5;['A good decoration with a nice service. İn the heart of Bornova. The prices are a bit high in this place.', 'Not ideal for organization. It needs to develop both as a place and as a team.', 'Very cold', 'Fun friendly high quality', 'The sets are very high quality'];;;
ChIJSzqj6iV9uRQR0cNqpZRtwO8;Kalyan Nargile Evi;4,3;['A small place in küçük park offering only drinks and nargile (no food!), the service is quite fast, there is free wifi. However the prices are reasonable enough to attract the crowd.', 'Super...', 'We ordered 4 teas, but since we did not order hookah, they did not let us sit at the table. I will never pass by it again.', 'The best hookah you can smoke in Küçükpark is here. Thank you to Mr. Ali for his services😎😎 hookah art', 'Very calm and high quality atmosphere, hookahs, amazing cold drinks, wonderful staff, very polite, good approach to customers, I recommend you to go.'];;;
ChIJZVjYay99uRQRR1M4dGWcPnE;Kaos Cafe;4,3;"[""Their coffee is good and cheap. The environment is very comfortable and calm. As a bonus, there are a few table games. It's a nice cafe we \u200b\u200bgo to often."", ""The rich cuisine of chef Gürkan, who works wonders in that tiny kitchen... A wonderful breakfast... From mushroom and thyme pancakes to Chicken Alfredo... pastas must be tried... good ingredients... and very affordable prices... and drinks, coffees... of course music and Kaos's 15-year sense of belonging..."", 'Number ten five stars. We have been going for almost ten years, maybe more, friendly faces, quality service and the taste of tea has never changed. My favorite is Oralet rosehip, if there is any leftover of course. Greetings to Ozan 😀', ""Your favorite place in Küçükpark is a nice place, shabby and sweet, the tea is with bergamot, but that's okay."", 'It is the quietest cafe among the crowded cafes of Bornova. It is not preferred much because of its calmness, but its pizzas should definitely be tried.']";;;
ChIJz8WYeyV9uRQRos-YriUGPms;Kasaba;5;['Everything is delicious and they are very attentive, super...'];;;
